"gauge","date","flow_cfs"
"HMC",2012-08-11,9662
"HMC",2012-08-12,9717
"HMC",2012-08-13,9041
"HMC",2012-08-14,8810
"HMC",2012-08-15,8692
"HMC",2012-08-16,8816
"HMC",2012-08-17,8456
"HMC",2012-08-18,8592
"HMC",2012-08-19,8903
"HMC",2012-08-20,8883
"HMC",2012-08-21,8615
"HMC",2012-08-22,8761
"HMC",2012-08-23,8533
"HMC",2012-08-24,8169
"HMC",2012-08-25,8189
"HMC",2012-08-26,8024
"HMC",2012-08-27,7938
"HMC",2012-08-28,8016
"HMC",2012-08-29,8133
"HMC",2012-08-30,8052
"HMC",2012-08-31,7814
"HMC",2012-09-01,7882
"HMC",2012-09-02,8037
"HMC",2012-09-03,8122
"HMC",2012-09-04,7888
"HMC",2012-09-05,7922
"HMC",2012-09-06,7616
"HMC",2012-09-07,7386
"HMC",2012-09-08,7620
"HMC",2012-09-09,7729
"HMC",2012-09-10,7172
"HMC",2012-09-11,7033
"HMC",2012-09-12,7019
"HMC",2012-09-13,6672
"HMC",2012-09-14,6458
"HMC",2012-09-15,6450
"HMC",2012-09-16,6502
"HMC",2012-09-17,6540
"HMC",2012-09-18,6625
"HMC",2012-09-19,6810
"HMC",2012-09-20,6829
"HMC",2012-09-21,6807
"HMC",2012-09-22,6569
"HMC",2012-09-23,6580
"HMC",2012-09-24,6570
"HMC",2012-09-25,6625
"HMC",2012-09-26,6637
"HMC",2012-09-27,6221
"HMC",2012-09-28,6030
"HMC",2012-09-29,6029
"HMC",2012-09-30,6087
"HMC",2012-10-01,6062
"HMC",2012-10-02,6016
"HMC",2012-10-03,5992
"HMC",2012-10-04,5992
"HMC",2012-10-05,5828
"HMC",2012-10-06,5788
"HMC",2012-10-07,5859
"HMC",2012-10-08,5881
"HMC",2012-10-09,5646
"HMC",2012-10-10,5540
"HMC",2012-10-11,5577
"HMC",2012-10-12,5609
"HMC",2012-10-13,5633
"HMC",2012-10-14,5605
"HMC",2012-10-15,5686
"HMC",2012-10-16,5532
"HMC",2012-10-17,5400
"HMC",2012-10-18,5392
"HMC",2012-10-19,5404
"HMC",2012-10-20,5591
"HMC",2012-10-21,5675
"HMC",2012-10-22,5908
"HMC",2012-10-23,6265
"HMC",2012-10-24,6397
"HMC",2012-10-25,6372
"HMC",2012-10-26,6182
"HMC",2012-10-27,5917
"HMC",2012-10-28,5759
"HMC",2012-10-29,5539
"HMC",2012-10-30,5328
"HMC",2012-10-31,5308
"HMC",2012-11-01,5581
"HMC",2012-11-02,5693
"HMC",2012-11-03,5582
"HMC",2012-11-04,5650
"HMC",2012-11-05,5627
"HMC",2012-11-06,5616
"HMC",2012-11-07,5643
"HMC",2012-11-08,5270
"HMC",2012-11-09,5271
"HMC",2012-11-10,5136
"HMC",2012-11-11,5148
"HMC",2012-11-12,5152
"HMC",2012-11-13,5043
"HMC",2012-11-14,5118
"HMC",2012-11-15,5308
"HMC",2012-11-16,5233
"HMC",2012-11-17,6216
"HMC",2012-11-18,9638
"HMC",2012-11-19,7681
"HMC",2012-11-20,6285
"HMC",2012-11-21,9258
"HMC",2012-11-22,11776
"HMC",2012-11-23,7340
"HMC",2012-11-24,6123
"HMC",2012-11-25,5654
"HMC",2012-11-26,5476
"HMC",2012-11-27,5457
"HMC",2012-11-28,5653
"HMC",2012-11-29,6786
"HMC",2012-11-30,25819
"HMC",2012-12-01,23577
"HMC",2012-12-02,45746
"HMC",2012-12-03,55150
"HMC",2012-12-04,18829
"HMC",2012-12-05,34231
"HMC",2012-12-06,30764
"HMC",2012-12-07,16565
"HMC",2012-12-08,12546
"HMC",2012-12-09,10519
"HMC",2012-12-10,9269
"HMC",2012-12-11,8564
"HMC",2012-12-12,8443
"HMC",2012-12-13,8996
"HMC",2012-12-14,7893
"HMC",2012-12-15,7486
"HMC",2012-12-16,7993
"HMC",2012-12-17,12288
"HMC",2012-12-18,13224
"HMC",2012-12-19,9922
"HMC",2012-12-20,8667
"HMC",2012-12-21,25573
"HMC",2012-12-22,55681
"HMC",2012-12-23,41126
"HMC",2012-12-24,56429
"HMC",2012-12-25,22780
"HMC",2012-12-26,29056
"HMC",2012-12-27,22257
"HMC",2012-12-28,15395
"HMC",2012-12-29,13075
"HMC",2012-12-30,11672
"HMC",2012-12-31,10504
"HMC",2013-01-01,9728
"HMC",2013-01-02,9104
"HMC",2013-01-03,8692
"HMC",2013-01-04,8273
"HMC",2013-01-05,8010
"HMC",2013-01-06,8027
"HMC",2013-01-07,8145
"HMC",2013-01-08,8308
"HMC",2013-01-09,8431
"HMC",2013-01-10,8600
"HMC",2013-01-11,8679
"HMC",2013-01-12,8417
"HMC",2013-01-13,8173
"HMC",2013-01-14,7950
"HMC",2013-01-15,7715
"HMC",2013-01-16,7579
"HMC",2013-01-17,7476
"HMC",2013-01-18,7434
"HMC",2013-01-19,7421
"HMC",2013-01-20,7404
"HMC",2013-01-21,7352
"HMC",2013-01-22,7356
"HMC",2013-01-23,7391
"HMC",2013-01-24,8264
"HMC",2013-01-25,9884
"HMC",2013-01-26,9580
"HMC",2013-01-27,9525
"HMC",2013-01-28,9058
"HMC",2013-01-29,8236
"HMC",2013-01-30,7965
"HMC",2013-01-31,8111
"HMC",2013-02-01,7909
"HMC",2013-02-02,7722
"HMC",2013-02-03,7715
"HMC",2013-02-04,7619
"HMC",2013-02-05,7385
"HMC",2013-02-06,7284
"HMC",2013-02-07,7252
"HMC",2013-02-08,7455
"HMC",2013-02-09,7644
"HMC",2013-02-10,7371
"HMC",2013-02-11,7185
"HMC",2013-02-12,6876
"HMC",2013-02-13,6699
"HMC",2013-02-14,6378
"HMC",2013-02-15,6200
"HMC",2013-02-16,6405
"HMC",2013-02-17,6422
"HMC",2013-02-18,6238
"HMC",2013-02-19,6197
"HMC",2013-02-20,6321
"HMC",2013-02-21,6274
"HMC",2013-02-22,6123
"HMC",2013-02-23,5867
"HMC",2013-02-24,5773
"HMC",2013-02-25,5706
"HMC",2013-02-26,5646
"HMC",2013-02-27,5548
"HMC",2013-02-28,5441
"HMC",2013-03-01,5436
"HMC",2013-03-02,5516
"HMC",2013-03-03,5766
"HMC",2013-03-04,5746
"HMC",2013-03-05,5891
"HMC",2013-03-06,6044
"HMC",2013-03-07,6222
"HMC",2013-03-08,6032
"HMC",2013-03-09,6668
"HMC",2013-03-10,6722
"HMC",2013-03-11,6651
"HMC",2013-03-12,6553
"HMC",2013-03-13,6317
"HMC",2013-03-14,6394
"HMC",2013-03-15,6643
"HMC",2013-03-16,6809
"HMC",2013-03-17,6690
"HMC",2013-03-18,6492
"HMC",2013-03-19,6330
"HMC",2013-03-20,6541
"HMC",2013-03-21,7850
"HMC",2013-03-22,7579
"HMC",2013-03-23,6775
"HMC",2013-03-24,6402
"HMC",2013-03-25,6259
"HMC",2013-03-26,5997
"HMC",2013-03-27,5810
"HMC",2013-03-28,5654
"HMC",2013-03-29,5428
"HMC",2013-03-30,6805
"HMC",2013-03-31,7613
"HMC",2013-04-01,10115
"HMC",2013-04-02,9380
"HMC",2013-04-03,8821
"HMC",2013-04-04,8581
"HMC",2013-04-05,9655
"HMC",2013-04-06,10548
"HMC",2013-04-07,10530
"HMC",2013-04-08,10101
"HMC",2013-04-09,9703
"HMC",2013-04-10,9191
"HMC",2013-04-11,8712
"HMC",2013-04-12,8399
"HMC",2013-04-13,8001
"HMC",2013-04-14,7318
"HMC",2013-04-15,6774
"HMC",2013-04-16,6204
"HMC",2013-04-17,5881
"HMC",2013-04-18,5288
"HMC",2013-04-19,5244
"HMC",2013-04-20,4948
"HMC",2013-04-21,5209
"HMC",2013-04-22,4899
"HMC",2013-04-23,4888
"HMC",2013-04-24,5816
"HMC",2013-04-25,6452
"HMC",2013-04-26,7357
"HMC",2013-04-27,7881
"HMC",2013-04-28,8044
"HMC",2013-04-29,8133
"HMC",2013-04-30,8254
"HMC",2013-05-01,8335
"HMC",2013-05-02,8254
"HMC",2013-05-03,7861
"HMC",2013-05-04,7252
"HMC",2013-05-05,7346
"HMC",2013-05-06,7737
"HMC",2013-05-07,8525
"HMC",2013-05-08,9437
"HMC",2013-05-09,9663
"HMC",2013-05-10,9813
"HMC",2013-05-11,9793
"HMC",2013-05-12,9857
"HMC",2013-05-13,9785
"HMC",2013-05-14,9661
"HMC",2013-05-15,9472
"HMC",2013-05-16,9487
"HMC",2013-05-17,10028
"HMC",2013-05-18,9837
"HMC",2013-05-19,9625
"HMC",2013-05-20,9542
"HMC",2013-05-21,9619
"HMC",2013-05-22,10160
"HMC",2013-05-23,9886
"HMC",2013-05-24,9994
"HMC",2013-05-25,9863
"HMC",2013-05-26,9828
"HMC",2013-05-27,9667
"HMC",2013-05-28,9969
"HMC",2013-05-29,10227
"HMC",2013-05-30,10067
"HMC",2013-05-31,9588
"HMC",2013-06-01,9408
"HMC",2013-06-02,9308
"HMC",2013-06-03,9160
"HMC",2013-06-04,8880
"HMC",2013-06-05,8424
"HMC",2013-06-06,8696
"HMC",2013-06-07,10381
"HMC",2013-06-08,10115
"HMC",2013-06-09,10227
"HMC",2013-06-10,10545
"HMC",2013-06-11,10602
"HMC",2013-06-12,10758
"HMC",2013-06-13,10606
"HMC",2013-06-14,10346
"HMC",2013-06-15,10470
"HMC",2013-06-16,10463
"HMC",2013-06-17,10730
"HMC",2013-06-18,10107
"HMC",2013-06-19,9870
"HMC",2013-06-20,10051
"HMC",2013-06-21,9910
"HMC",2013-06-22,9966
"HMC",2013-06-23,10020
"HMC",2013-06-24,10261
"HMC",2013-06-25,10644
"HMC",2013-06-26,12471
"HMC",2013-06-27,12647
"HMC",2013-06-28,11969
"HMC",2013-06-29,11705
"HMC",2013-06-30,11580
"HMC",2013-07-01,11418
"HMC",2013-07-02,10976
"HMC",2013-07-03,10257
"HMC",2013-07-04,10973
"HMC",2013-07-05,11468
"HMC",2013-07-06,11163
"HMC",2013-07-07,11256
"HMC",2013-07-08,11299
"HMC",2013-07-09,11417
"HMC",2013-07-10,10878
"HMC",2013-07-11,10999
"HMC",2013-07-12,10951
"HMC",2013-07-13,11003
"HMC",2013-07-14,10800
"HMC",2013-07-15,10550
"HMC",2013-07-16,10652
"HMC",2013-07-17,10746
"HMC",2013-07-18,10714
"HMC",2013-07-19,10741
"HMC",2013-07-20,10795
"HMC",2013-07-21,11066
"HMC",2013-07-22,11037
"HMC",2013-07-23,10920
"HMC",2013-07-24,10925
"HMC",2013-07-25,10965
"HMC",2013-07-26,10932
"HMC",2013-07-27,10895
"HMC",2013-07-28,11023
"HMC",2013-07-29,10184
"HMC",2013-07-30,9817
"HMC",2013-07-31,9925
"HMC",2013-08-01,9846
"HMC",2013-08-02,9308
"HMC",2013-08-03,9075
"HMC",2013-08-04,9203
"HMC",2013-08-05,9071
"HMC",2013-08-06,8982
"HMC",2013-08-07,8983
"HMC",2013-08-08,8681
"HMC",2013-08-09,8540
"HMC",2013-08-10,8562
"HMC",2013-08-11,8763
"HMC",2013-08-12,8830
"HMC",2013-08-13,9028
"HMC",2013-08-14,9078
"HMC",2013-08-15,9263
"HMC",2013-08-16,9399
"HMC",2013-08-17,8856
"HMC",2013-08-18,8076
"HMC",2013-08-19,8094
"HMC",2013-08-20,8292
"HMC",2013-08-21,8446
"HMC",2013-08-22,8500
"HMC",2013-08-23,8224
"HMC",2013-08-24,7931
"HMC",2013-08-25,8041
"HMC",2013-08-26,7579
"HMC",2013-08-27,7442
"HMC",2013-08-28,7410
"HMC",2013-08-29,6975
"HMC",2013-08-30,6918
"HMC",2013-08-31,6547
"HMC",2013-09-01,6621
"HMC",2013-09-02,6639
"HMC",2013-09-03,6625
"HMC",2013-09-04,6688
"HMC",2013-09-05,6749
"HMC",2013-09-06,6720
"HMC",2013-09-07,6685
"HMC",2013-09-08,6652
"HMC",2013-09-09,6752
"HMC",2013-09-10,6829
"HMC",2013-09-11,6745
"HMC",2013-09-12,6678
"HMC",2013-09-13,6974
"HMC",2013-09-14,7168
"HMC",2013-09-15,7204
"HMC",2013-09-16,6980
"HMC",2013-09-17,7012
"HMC",2013-09-18,6685
"HMC",2013-09-19,6828
"HMC",2013-09-20,7011
"HMC",2013-09-21,7161
"HMC",2013-09-22,7367
"HMC",2013-09-23,6970
"HMC",2013-09-24,6916
"HMC",2013-09-25,7070
"HMC",2013-09-26,7150
"HMC",2013-09-27,7164
"HMC",2013-09-28,6704
"HMC",2013-09-29,6463
"HMC",2013-09-30,6217
"HMC",2013-10-01,6197
"HMC",2013-10-02,6331
"HMC",2013-10-03,6191
"HMC",2013-10-04,6166
"HMC",2013-10-05,6191
"HMC",2013-10-06,6238
"HMC",2013-10-07,6020
"HMC",2013-10-08,5854
"HMC",2013-10-09,5780
"HMC",2013-10-10,5796
"HMC",2013-10-11,5808
"HMC",2013-10-12,5647
"HMC",2013-10-13,5622
"HMC",2013-10-14,5706
"HMC",2013-10-15,5465
"HMC",2013-10-16,5296
"HMC",2013-10-17,5058
"HMC",2013-10-18,4865
"HMC",2013-10-19,4690
"HMC",2013-10-20,4773
"HMC",2013-10-21,4966
"HMC",2013-10-22,5534
"HMC",2013-10-23,4592
"HMC",2013-10-24,4790
"HMC",2013-10-25,4894
"HMC",2013-10-26,5170
"HMC",2013-10-27,5263
"HMC",2013-10-28,5328
"HMC",2013-10-29,5700
"HMC",2013-10-30,NA
"HMC",2013-10-31,NA
"HMC",2013-11-01,NA
"HMC",2013-11-02,NA
"HMC",2013-11-03,NA
"HMC",2013-11-04,NA
"HMC",2013-11-05,6546
"HMC",2013-11-06,6272
"HMC",2013-11-07,5994
"HMC",2013-11-08,5844
"HMC",2013-11-09,5534
"HMC",2013-11-10,5324
"HMC",2013-11-11,5260
"HMC",2013-11-12,5299
"HMC",2013-11-13,5139
"HMC",2013-11-14,4889
"HMC",2013-11-15,4684
"HMC",2013-11-16,4459
"HMC",2013-11-17,4302
"HMC",2013-11-18,4170
"HMC",2013-11-19,4191
"HMC",2013-11-20,4598
"HMC",2013-11-21,4668
"HMC",2013-11-22,4487
"HMC",2013-11-23,4282
"HMC",2013-11-24,4209
"HMC",2013-11-25,4178
"HMC",2013-11-26,4171
"HMC",2013-11-27,4109
"HMC",2013-11-28,4174
"HMC",2013-11-29,4172
"HMC",2013-11-30,4156
"HMC",2013-12-01,4101
"HMC",2013-12-02,3979
"HMC",2013-12-03,3994
"HMC",2013-12-04,4166
"HMC",2013-12-05,4355
"HMC",2013-12-06,4450
"HMC",2013-12-07,4523
"HMC",2013-12-08,4581
"HMC",2013-12-09,4447
"HMC",2013-12-10,4460
"HMC",2013-12-11,4531
"HMC",2013-12-12,4496
"HMC",2013-12-13,4433
"HMC",2013-12-14,4403
"HMC",2013-12-15,4400
"HMC",2013-12-16,4491
"HMC",2013-12-17,4527
"HMC",2013-12-18,4500
"HMC",2013-12-19,4432
"HMC",2013-12-20,4470
"HMC",2013-12-21,4438
"HMC",2013-12-22,4461
"HMC",2013-12-23,4431
"HMC",2013-12-24,4417
"HMC",2013-12-25,4407
"HMC",2013-12-26,4468
"HMC",2013-12-27,4503
"HMC",2013-12-28,4502
"HMC",2013-12-29,4530
"HMC",2013-12-30,4536
"HMC",2013-12-31,4464
"HMC",2014-01-01,4309
"HMC",2014-01-02,4278
"HMC",2014-01-03,4183
"HMC",2014-01-04,4218
"HMC",2014-01-05,4186
"HMC",2014-01-06,3916
"HMC",2014-01-07,3926
"HMC",2014-01-08,3873
"HMC",2014-01-09,3862
"HMC",2014-01-10,3694
"HMC",2014-01-11,3745
"HMC",2014-01-12,3751
"HMC",2014-01-13,3799
"HMC",2014-01-14,3747
"HMC",2014-01-15,3721
"HMC",2014-01-16,3529
"HMC",2014-01-17,3513
"HMC",2014-01-18,3522
"HMC",2014-01-19,3515
"HMC",2014-01-20,3480
"HMC",2014-01-21,3427
"HMC",2014-01-22,3391
"HMC",2014-01-23,3368
"HMC",2014-01-24,3333
"HMC",2014-01-25,3289
"HMC",2014-01-26,3250
"HMC",2014-01-27,3250
"HMC",2014-01-28,3406
"HMC",2014-01-29,3800
"HMC",2014-01-30,3898
"HMC",2014-01-31,3917
"HMC",2014-02-01,3849
"HMC",2014-02-02,3853
"HMC",2014-02-03,3889
"HMC",2014-02-04,3967
"HMC",2014-02-05,4092
"HMC",2014-02-06,4171
"HMC",2014-02-07,4318
"HMC",2014-02-08,4750
"HMC",2014-02-09,6879
"HMC",2014-02-10,16769
"HMC",2014-02-11,9243
"HMC",2014-02-12,6147
"HMC",2014-02-13,5283
"HMC",2014-02-14,5427
"HMC",2014-02-15,5246
"HMC",2014-02-16,5063
"HMC",2014-02-17,5908
"HMC",2014-02-18,4869
"HMC",2014-02-19,4227
"HMC",2014-02-20,4018
"HMC",2014-02-21,4045
"HMC",2014-02-22,3713
"HMC",2014-02-23,3711
"HMC",2014-02-24,3601
"HMC",2014-02-25,3598
"HMC",2014-02-26,3635
"HMC",2014-02-27,8655
"HMC",2014-02-28,11573
"HMC",2014-03-01,13537
"HMC",2014-03-02,11511
"HMC",2014-03-03,7775
"HMC",2014-03-04,23727
"HMC",2014-03-05,16560
"HMC",2014-03-06,13547
"HMC",2014-03-07,13903
"HMC",2014-03-08,9760
"HMC",2014-03-09,7843
"HMC",2014-03-10,18198
"HMC",2014-03-11,19345
"HMC",2014-03-12,10694
"HMC",2014-03-13,8294
"HMC",2014-03-14,7028
"HMC",2014-03-15,6150
"HMC",2014-03-16,5653
"HMC",2014-03-17,5282
"HMC",2014-03-18,4852
"HMC",2014-03-19,4632
"HMC",2014-03-20,4436
"HMC",2014-03-21,4956
"HMC",2014-03-22,4882
"HMC",2014-03-23,4752
"HMC",2014-03-24,4643
"HMC",2014-03-25,4697
"HMC",2014-03-26,4818
"HMC",2014-03-27,5190
"HMC",2014-03-28,5298
"HMC",2014-03-29,6260
"HMC",2014-03-30,17412
"HMC",2014-03-31,11178
"HMC",2014-04-01,11288
"HMC",2014-04-02,10386
"HMC",2014-04-03,8611
"HMC",2014-04-04,7498
"HMC",2014-04-05,6643
"HMC",2014-04-06,6140
"HMC",2014-04-07,5994
"HMC",2014-04-08,5608
"HMC",2014-04-09,5645
"HMC",2014-04-10,5523
"HMC",2014-04-11,5304
"HMC",2014-04-12,5148
"HMC",2014-04-13,4890
"HMC",2014-04-14,4613
"HMC",2014-04-15,4356
"HMC",2014-04-16,4228
"HMC",2014-04-17,4549
"HMC",2014-04-18,4555
"HMC",2014-04-19,4858
"HMC",2014-04-20,4831
"HMC",2014-04-21,4679
"HMC",2014-04-22,4612
"HMC",2014-04-23,4522
"HMC",2014-04-24,4316
"HMC",2014-04-25,4197
"HMC",2014-04-26,4371
"HMC",2014-04-27,4257
"HMC",2014-04-28,4157
"HMC",2014-04-29,4320
"HMC",2014-04-30,4157
"HMC",2014-05-01,4257
"HMC",2014-05-02,4520
"HMC",2014-05-03,4858
"HMC",2014-05-04,4789
"HMC",2014-05-05,4661
"HMC",2014-05-06,4557
"HMC",2014-05-07,4905
"HMC",2014-05-08,5304
"HMC",2014-05-09,5294
"HMC",2014-05-10,5682
"HMC",2014-05-11,5596
"HMC",2014-05-12,5558
"HMC",2014-05-13,5466
"HMC",2014-05-14,5419
"HMC",2014-05-15,5419
"HMC",2014-05-16,5405
"HMC",2014-05-17,5438
"HMC",2014-05-18,5539
"HMC",2014-05-19,5525
"HMC",2014-05-20,5450
"HMC",2014-05-21,5350
"HMC",2014-05-22,5350
"HMC",2014-05-23,5671
"HMC",2014-05-24,5670
"HMC",2014-05-25,5730
"HMC",2014-05-26,5806
"HMC",2014-05-27,5910
"HMC",2014-05-28,6029
"HMC",2014-05-29,6032
"HMC",2014-05-30,5944
"HMC",2014-05-31,6527
"HMC",2014-06-01,6593
"HMC",2014-06-02,6634
"HMC",2014-06-03,6614
"HMC",2014-06-04,6380
"HMC",2014-06-05,6351
"HMC",2014-06-06,6476
"HMC",2014-06-07,6509
"HMC",2014-06-08,6431
"HMC",2014-06-09,6398
"HMC",2014-06-10,6277
"HMC",2014-06-11,6164
"HMC",2014-06-12,6194
"HMC",2014-06-13,NA
"HMC",2014-06-14,6468
"HMC",2014-06-15,6472
"HMC",2014-06-16,6463
"HMC",2014-06-17,6435
"HMC",2014-06-18,6465
"HMC",2014-06-19,6785
"HMC",2014-06-20,6911
"HMC",2014-06-21,7922
"HMC",2014-06-22,8006
"HMC",2014-06-23,8201
"HMC",2014-06-24,8290
"HMC",2014-06-25,8356
"HMC",2014-06-26,8198
"HMC",2014-06-27,8134
"HMC",2014-06-28,7499
"HMC",2014-06-29,7347
"HMC",2014-06-30,7285
"HMC",2014-07-01,7103
"HMC",2014-07-02,6837
"HMC",2014-07-03,6710
"HMC",2014-07-04,6712
"HMC",2014-07-05,6799
"HMC",2014-07-06,6866
"HMC",2014-07-07,6956
"HMC",2014-07-08,6891
"HMC",2014-07-09,6902
"HMC",2014-07-10,6854
"HMC",2014-07-11,6687
"HMC",2014-07-12,6930
"HMC",2014-07-13,6988
"HMC",2014-07-14,6844
"HMC",2014-07-15,6960
"HMC",2014-07-16,6820
"HMC",2014-07-17,6769
"HMC",2014-07-18,6789
"HMC",2014-07-19,6913
"HMC",2014-07-20,7092
"HMC",2014-07-21,7157
"HMC",2014-07-22,7230
"HMC",2014-07-23,7131
"HMC",2014-07-24,7063
"HMC",2014-07-25,7103
"HMC",2014-07-26,7216
"HMC",2014-07-27,7225
"HMC",2014-07-28,7136
"HMC",2014-07-29,6982
"HMC",2014-07-30,6576
"HMC",2014-07-31,6627
"HMC",2014-08-01,6649
"HMC",2014-08-02,6626
"HMC",2014-08-03,6804
"HMC",2014-08-04,6866
"HMC",2014-08-05,6945
"HMC",2014-08-06,7147
"HMC",2014-08-07,7020
"HMC",2014-08-08,6916
"HMC",2014-08-09,6691
"HMC",2014-08-10,6541
"HMC",2014-08-11,6520
"HMC",2014-08-12,6651
"HMC",2014-08-13,6292
"HMC",2014-08-14,6039
"HMC",2014-08-15,6063
"HMC",2014-08-16,5939
"HMC",2014-08-17,6004
"HMC",2014-08-18,5996
"HMC",2014-08-19,5882
"HMC",2014-08-20,5716
"HMC",2014-08-21,6183
"HMC",2014-08-22,5577
"HMC",2014-08-23,5879
"HMC",2014-08-24,5898
"HMC",2014-08-25,5801
"HMC",2014-08-26,5734
"HMC",2014-08-27,5838
"HMC",2014-08-28,6011
"HMC",2014-08-29,5823
"HMC",2014-08-30,5857
"HMC",2014-08-31,5726
"HMC",2014-09-01,5711
"HMC",2014-09-02,5793
"HMC",2014-09-03,5851
"HMC",2014-09-04,5684
"HMC",2014-09-05,5687
"HMC",2014-09-06,5614
"HMC",2014-09-07,5479
"HMC",2014-09-08,5380
"HMC",2014-09-09,5441
"HMC",2014-09-10,5309
"HMC",2014-09-11,5343
"HMC",2014-09-12,5084
"HMC",2014-09-13,5168
"HMC",2014-09-14,5309
"HMC",2014-09-15,5233
"HMC",2014-09-16,5129
"HMC",2014-09-17,5096
"HMC",2014-09-18,5169
"HMC",2014-09-19,5103
"HMC",2014-09-20,5055
"HMC",2014-09-21,5044
"HMC",2014-09-22,5002
"HMC",2014-09-23,4941
"HMC",2014-09-24,4977
"HMC",2014-09-25,5149
"HMC",2014-09-26,5397
"HMC",2014-09-27,4952
"HMC",2014-09-28,4835
"HMC",2014-09-29,4764
"HMC",2014-09-30,4773
"HMC",2014-10-01,4792
"HMC",2014-10-02,4919
"HMC",2014-10-03,4951
"HMC",2014-10-04,4856
"HMC",2014-10-05,4741
"HMC",2014-10-06,4727
"HMC",2014-10-07,4648
"HMC",2014-10-08,4598
"HMC",2014-10-09,4620
"HMC",2014-10-10,4569
"HMC",2014-10-11,4392
"HMC",2014-10-12,4471
"HMC",2014-10-13,4589
"HMC",2014-10-14,4609
"HMC",2014-10-15,4630
"HMC",2014-10-16,4638
"HMC",2014-10-17,4616
"HMC",2014-10-18,4641
"HMC",2014-10-19,4638
"HMC",2014-10-20,4774
"HMC",2014-10-21,4903
"HMC",2014-10-22,4929
"HMC",2014-10-23,4930
"HMC",2014-10-24,5060
"HMC",2014-10-25,5020
"HMC",2014-10-26,5509
"HMC",2014-10-27,5511
"HMC",2014-10-28,5201
"HMC",2014-10-29,5086
"HMC",2014-10-30,4861
"HMC",2014-10-31,4901
"HMC",2014-11-01,5414
"HMC",2014-11-02,5492
"HMC",2014-11-03,5331
"HMC",2014-11-04,5405
"HMC",2014-11-05,5485
"HMC",2014-11-06,5337
"HMC",2014-11-07,5350
"HMC",2014-11-08,5329
"HMC",2014-11-09,5369
"HMC",2014-11-10,5315
"HMC",2014-11-11,5395
"HMC",2014-11-12,5435
"HMC",2014-11-13,5367
"HMC",2014-11-14,5394
"HMC",2014-11-15,5379
"HMC",2014-11-16,5512
"HMC",2014-11-17,5517
"HMC",2014-11-18,5320
"HMC",2014-11-19,5408
"HMC",2014-11-20,5256
"HMC",2014-11-21,5277
"HMC",2014-11-22,5476
"HMC",2014-11-23,6761
"HMC",2014-11-24,5833
"HMC",2014-11-25,5261
"HMC",2014-11-26,4991
"HMC",2014-11-27,5041
"HMC",2014-11-28,5021
"HMC",2014-11-29,5208
"HMC",2014-11-30,6633
"HMC",2014-12-01,8178
"HMC",2014-12-02,7078
"HMC",2014-12-03,11935
"HMC",2014-12-04,36491
"HMC",2014-12-05,14468
"HMC",2014-12-06,18040
"HMC",2014-12-07,15252
"HMC",2014-12-08,9195
"HMC",2014-12-09,7681
"HMC",2014-12-10,7339
"HMC",2014-12-11,51898
"HMC",2014-12-12,112130
"HMC",2014-12-13,36662
"HMC",2014-12-14,19332
"HMC",2014-12-15,15419
"HMC",2014-12-16,29818
"HMC",2014-12-17,33124
"HMC",2014-12-18,25719
"HMC",2014-12-19,31441
"HMC",2014-12-20,39674
"HMC",2014-12-21,30944
"HMC",2014-12-22,26240
"HMC",2014-12-23,18007
"HMC",2014-12-24,14511
"HMC",2014-12-25,13080
"HMC",2014-12-26,11484
"HMC",2014-12-27,10237
"HMC",2014-12-28,9403
"HMC",2014-12-29,8812
"HMC",2014-12-30,8256
"HMC",2014-12-31,7805
"HMC",2015-01-01,7487
"HMC",2015-01-02,7274
"HMC",2015-01-03,7044
"HMC",2015-01-04,6845
"HMC",2015-01-05,6710
"HMC",2015-01-06,6567
"HMC",2015-01-07,6465
"HMC",2015-01-08,6352
"HMC",2015-01-09,6273
"HMC",2015-01-10,6184
"HMC",2015-01-11,6095
"HMC",2015-01-12,5999
"HMC",2015-01-13,5942
"HMC",2015-01-14,5872
"HMC",2015-01-15,5845
"HMC",2015-01-16,5816
"HMC",2015-01-17,5819
"HMC",2015-01-18,5854
"HMC",2015-01-19,5922
"HMC",2015-01-20,5968
"HMC",2015-01-21,5855
"HMC",2015-01-22,5746
"HMC",2015-01-23,5687
"HMC",2015-01-24,5623
"HMC",2015-01-25,5564
"HMC",2015-01-26,5528
"HMC",2015-01-27,5494
"HMC",2015-01-28,5466
"HMC",2015-01-29,5419
"HMC",2015-01-30,5404
"HMC",2015-01-31,5320
"HMC",2015-02-01,5294
"HMC",2015-02-02,5288
"HMC",2015-02-03,5342
"HMC",2015-02-04,5433
"HMC",2015-02-05,5355
"HMC",2015-02-06,5584
"HMC",2015-02-07,38897
"HMC",2015-02-08,31808
"HMC",2015-02-09,29802
"HMC",2015-02-10,25326
"HMC",2015-02-11,16117
"HMC",2015-02-12,12547
"HMC",2015-02-13,10427
"HMC",2015-02-14,9241
"HMC",2015-02-15,8395
"HMC",2015-02-16,7741
"HMC",2015-02-17,7347
"HMC",2015-02-18,7118
"HMC",2015-02-19,6839
"HMC",2015-02-20,6657
"HMC",2015-02-21,6451
"HMC",2015-02-22,6306
"HMC",2015-02-23,6183
"HMC",2015-02-24,6020
"HMC",2015-02-25,5909
"HMC",2015-02-26,5800
"HMC",2015-02-27,5749
"HMC",2015-02-28,5678
